"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
24.4027955377436,23.6851299379744,24.330681521362,24.355302194482,23.2806268444916,24.3928513646801,24.397902883742,24.3097449582273,24.438585009376,24.39842772322,24.5426411364992,24.377827895535,24.0614812656185,24.3057138791534,24.3504095404804,24.3724104020553,23.9700169001236,24.3568781748646,22.0622926469843,24.1040702592912,24.3263312502193,24.1995788613956,23.6677025383323,23.7346100691209,23.7920987536402,21.1494398788337,21.7242658095101,20.9963831396414,18.9667543185956,23.8018314315009,18.9920557723571,20.7873917670863,21.2540179215382,22.1759474400309,24.1023778103522,23.8583669256589
24.4500739745894,23.6504890704737,24.4020153446105,24.4100282838285,23.3402948067694,24.455016822153,24.445739297563,24.3451869734549,24.5047298904123,24.4504891679369,24.377827895535,24.4739071448343,24.1294404246278,24.372775889157,24.4049952827798,24.4361913125178,24.0196359163688,24.4117563068454,22.1143165683588,24.1836202325862,24.3911379611473,24.2509068953284,23.720636278932,23.7700652418842,23.8452644567205,21.2129405825182,21.8078946188603,21.0566212617979,19.0474455862803,23.8473087479094,19.0716393704655,20.8561350177578,21.3204405727719,22.2364331187843,24.142434222068,23.881974468533
24.1482595991532,23.4437359409295,24.1844408729586,24.1422758443239,23.1202969119751,24.1763952835595,24.1354514691607,24.1488429165676,24.1889568315874,24.133939814508,24.0614812656185,24.1294404246278,24.1395975548426,24.1195323129583,24.1378476025995,24.1265238375561,23.798292541724,24.2006694749071,21.847788754303,23.9610483339636,24.0774988596802,23.9839151563115,23.4656554207098,23.500405934341,23.5403916852172,20.9915406792017,21.5908352403638,20.7497129707961,18.7588282191129,23.5268355249564,18.7729725699494,20.6417217658777,21.0090426382126,21.9168872584374,23.9049392414242,23.5827686963709
24.3937480263697,23.6809828776603,24.4052145750408,24.3680455114285,23.3226525007115,24.4157561976866,24.4094717688016,24.3475684874097,24.4498166716698,24.3933201628026,24.3057138791534,24.372775889157,24.1195323129583,24.4729295886662,24.3753893655924,24.3927797292082,23.9852957229237,24.4000105260285,22.124047784271,24.1565663900011,24.3460816858799,24.1839131095838,23.7364194739325,23.7081317468919,23.8198163208022,21.1737701115369,21.7873220808789,21.0329542663553,19.0371495709669,23.7947911752896,19.035640840211,20.8072386913418,21.3051900143076,22.163874670087,24.0911919557751,23.8344767394262
24.4175602420207,23.614317542991,24.4263621460623,24.449896591516,23.4207799397287,24.419242944637,24.4277441746229,24.325977946021,24.4757199608588,24.4241507054388,24.3504095404804,24.4049952827798,24.1378476025995,24.3753893655924,24.5306112503752,24.4243592767449,24.065590315274,24.4650511487016,22.0743507974441,24.2238579259046,24.3656805662224,24.2845877500419,23.7036445399151,23.7829055347417,23.8276996339281,21.2568862643125,21.8120528874456,21.042902825264,19.037254343936,23.8226953845314,19.0610217265026,20.8515961552706,21.323319149185,22.1965526281934,24.1076349768232,23.8873617484123
24.4508171316962,23.6512721875037,24.4108971684983,24.4350665868768,23.3850942664333,24.4524072442467,24.4540763020113,24.3508403279443,24.5082736533506,24.4497698893208,24.3724104020553,24.4361913125178,24.1265238375561,24.3927797292082,24.4243592767449,24.517779241892,24.0484655389522,24.4368896365401,22.1094711840223,24.1965896642197,24.3947182727957,24.2536573075978,23.7199384422257,23.7723224902244,23.8660104792462,21.2422409524886,21.8337136023578,21.0659879652407,19.0592079358458,23.8427362606089,19.0985090075514,20.8867915885336,21.3512179979494,22.231638902642,24.1404094235245,23.8991733169075
24.0397016455691,23.2359453153325,24.0416743012861,24.0606830417883,23.8461011785253,24.0206422241888,24.0487988631889,23.936170357924,24.0866623522945,24.0444295867169,23.9700169001236,24.0196359163688,23.798292541724,23.9852957229237,24.065590315274,24.0484655389522,25.051016151606,24.0727085420671,21.7863966675373,23.8646713345055,23.9771921429045,23.8853910419599,23.7330189819381,23.8027232200291,23.7097973934435,21.8840845474003,22.3577904306705,21.6183266928388,19.6996977665327,23.8377807428257,19.7222741484638,21.4003526219557,21.9027472934462,21.9042277598662,24.9925825610997,24.2825049608783
24.4375041421872,23.6686454950547,24.4208700932138,24.4561176693034,23.4136188291158,24.4543184981307,24.4352644372278,24.3891813868627,24.4872717898537,24.434427715423,24.3568781748646,24.4117563068454,24.2006694749071,24.4000105260285,24.4650511487016,24.4368896365401,24.0727085420671,24.5968121727672,22.110824948247,24.2499610147092,24.3799647767897,24.26627002382,23.7136530387085,23.7910149625546,23.8871638980613,21.2478567836355,21.8847102613184,21.0468447254851,19.0425573181239,23.8347389155072,19.0562762419739,20.8749897663612,21.3455802375764,22.2182766942033,24.1892219315652,23.8680079880861
22.1332444143825,21.4367731679837,22.1352940660489,22.0832550378742,21.1799210158007,22.168758065082,22.1404016264663,22.0942693571715,22.2000944418671,22.134946122328,22.0622926469843,22.1143165683588,21.847788754303,22.124047784271,22.0743507974441,22.1094711840223,21.7863966675373,22.110824948247,22.053732451746,21.8523266421579,22.0950987692344,21.980485425349,22.1827620688714,22.5057186548515,22.3938630329777,19.5866501693911,20.2696256827299,19.5631615316541,18.2037546733617,22.599513366107,18.1866294097237,19.3496610228961,19.7095703041243,22.0014312474903,21.939246297372,21.7922274051001
24.1885547957756,23.4070001013618,24.1929255341959,24.226331542609,23.23862409213,24.2169126963397,24.1993493354957,24.1004860491137,24.2753531092719,24.1873979072696,24.1040702592912,24.1836202325862,23.9610483339636,24.1565663900011,24.2238579259046,24.1965896642197,23.8646713345055,24.2499610147092,21.8523266421579,24.2542854580967,24.1632552912786,24.0212767097974,23.4885612283485,23.5533192076629,23.6214903491913,21.0697061873555,21.5955534351889,20.8267108694889,18.8388211627753,23.5939608860577,18.8343997434768,20.5966382009068,21.0999066302284,21.9675964008779,23.8961129715758,23.6329125520941
24.4070649144078,23.606840164206,24.3780700916544,24.3797157582444,23.2889453309266,24.4188706351094,24.4307392195924,24.3328851649273,24.5008206403724,24.4222019282125,24.3263312502193,24.3911379611473,24.0774988596802,24.3460816858799,24.3656805662224,24.3947182727957,23.9771921429045,24.3799647767897,22.0950987692344,24.1632552912786,24.448649549525,24.2135604486427,23.7141647206509,23.7442262784251,23.8087557064719,21.1759547497729,21.772575894615,21.0473861337118,19.0347841384446,23.8150518309442,19.0082219978402,20.8060091927316,21.2722118694617,22.2011095213776,24.1176527346232,23.8695362114874
24.2773701107572,23.7971653795023,24.2627506266886,24.2617170291649,23.2258052411825,24.2474430522364,24.2702128986733,24.1683004752307,24.3152686866245,24.2700818106328,24.1995788613956,24.2509068953284,23.9839151563115,24.1839131095838,24.2845877500419,24.2536573075978,23.8853910419599,24.26627002382,21.980485425349,24.0212767097974,24.2135604486427,24.6920006081705,23.5874893277766,23.6311528535284,23.6326732798715,21.0725677077039,21.7841452669908,20.8893524348263,18.8779492372528,23.6546765780271,18.9202141656953,20.8675177480537,21.1298151707361,22.0502447301633,23.9587983953654,23.7929681256262
23.7380475971416,23.0344595858982,23.7719872167231,23.7026664964309,23.5109958012842,23.7474976316436,23.7683552495643,23.7110921924158,23.8212412331827,23.7525730291961,23.6677025383323,23.720636278932,23.4656554207098,23.7364194739325,23.7036445399151,23.7199384422257,23.7330189819381,23.7136530387085,22.1827620688714,23.4885612283485,23.7141647206509,23.5874893277766,25.3069428904474,24.4591892229062,23.848011457777,22.1246276904724,22.9244786691981,22.0384034353838,19.9864126515066,24.5323728982055,19.9859482392293,21.8683398503745,22.2248135528465,22.2218214317738,23.8527091853244,24.0688124495628
23.7838163285992,22.9834219923823,23.7791454034393,23.7875243170752,23.5393951237198,23.7986945775359,23.7924657026904,23.7064095716686,23.856710538114,23.7911762641955,23.7346100691209,23.7700652418842,23.500405934341,23.7081317468919,23.7829055347417,23.7723224902244,23.8027232200291,23.7910149625546,22.5057186548515,23.5533192076629,23.7442262784251,23.6311528535284,24.4591892229062,25.6865475406129,24.2237092944832,21.438171765293,22.2927376250941,21.362366329184,19.7226196556039,25.6782197951713,19.7306798644871,21.1131757612853,21.4900080699552,22.6214250488291,23.9018793834086,24.0695736373666
23.8669144506778,23.1231277314069,23.8030584935304,23.84336538574,23.3995651190806,23.926576565162,23.855438643,23.7592736260609,23.918790227947,23.8637196060926,23.7920987536402,23.8452644567205,23.5403916852172,23.8198163208022,23.8276996339281,23.8660104792462,23.7097973934435,23.8871638980613,22.3938630329777,23.6214903491913,23.8087557064719,23.6326732798715,23.848011457777,24.2237092944832,25.4990877441941,21.201714768018,21.9254581746307,21.1421964117938,19.5293720054423,24.3110056450701,19.530060583142,20.9669034373331,21.3212309995439,22.4958202895048,23.8392085791031,23.9291335129256
21.2185408195488,20.382843840519,21.2352362703552,21.259004627554,21.742486559821,21.2311476879773,21.2261989926201,21.1326528125938,21.2946600872491,21.2338864046595,21.1494398788337,21.2129405825182,20.9915406792017,21.1737701115369,21.2568862643125,21.2422409524886,21.8840845474003,21.2478567836355,19.5866501693911,21.0697061873555,21.1759547497729,21.0725677077039,22.1246276904724,21.438171765293,21.201714768018,25.8589307504279,24.587145769901,24.0777771171937,22.7558833677054,21.4507825322506,22.7851447523849,23.8632961283708,25.8393991197121,19.7130604622876,21.8751583777441,22.1547725793058
21.8187973427626,21.1958806192424,21.7751801120437,21.8124870861224,22.3351302303641,21.8685420865707,21.8134748759293,21.7771810320966,21.8829047550359,21.8046797943136,21.7242658095101,21.8078946188603,21.5908352403638,21.7873220808789,21.8120528874456,21.8337136023578,22.3577904306705,21.8847102613184,20.2696256827299,21.5955534351889,21.772575894615,21.7841452669908,22.9244786691981,22.2927376250941,21.9254581746307,24.587145769901,26.7749408398211,24.5497520535502,23.1576998873325,22.3645519420523,23.1751136421228,24.4594665057874,24.7134166903827,20.3419809205987,22.5041183086621,22.8037446346493
21.0854903569883,20.272281555669,21.0569350933893,21.0379234289902,21.3719445278297,21.0779554748993,21.1121177979548,20.9875276308249,21.158050267634,21.1063338427411,20.9963831396414,21.0566212617979,20.7497129707961,21.0329542663553,21.042902825264,21.0659879652407,21.6183266928388,21.0468447254851,19.5631615316541,20.8267108694889,21.0473861337118,20.8893524348263,22.0384034353838,21.362366329184,21.1421964117938,24.0777771171937,24.5497520535502,26.9555041382886,23.334781312011,21.4343088102859,23.3398771768412,26.705236114414,24.1636456315032,19.6730362134367,21.718642181305,21.9206293590428
19.0788745531311,18.222393540917,19.0476288171473,19.0377606654009,19.6870801771492,19.0856701766424,19.0867481199343,18.9723321390839,19.147410694445,19.0772727449933,18.9667543185956,19.0474455862803,18.7588282191129,19.0371495709669,19.037254343936,19.0592079358458,19.6996977665327,19.0425573181239,18.2037546733617,18.8388211627753,19.0347841384446,18.8779492372528,19.9864126515066,19.7226196556039,19.5293720054423,22.7558833677054,23.1576998873325,23.334781312011,28.0337895262118,19.7952585114636,27.996058099779,23.1475997731056,22.8687194696441,18.3078093385366,19.7920251689038,20.1411788957027
23.8637814952418,23.0784150140152,23.8168505148008,23.8188114749305,23.5791898466709,23.8791636290628,23.8669670808204,23.7653943167243,23.9206040186038,23.865646941409,23.8018314315009,23.8473087479094,23.5268355249564,23.7947911752896,23.8226953845314,23.8427362606089,23.8377807428257,23.8347389155072,22.599513366107,23.5939608860577,23.8150518309442,23.6546765780271,24.5323728982055,25.6782197951713,24.3110056450701,21.4507825322506,22.3645519420523,21.4343088102859,19.7952585114636,25.784900607001,19.7973919815054,21.2016811432047,21.563958780852,22.7074665603668,23.9752448276265,24.1456349144468
19.0850313051886,18.2190997711563,19.0574126632022,19.0540511564987,19.7194521007224,19.0809778095724,19.0920018751925,18.9715568191121,19.1326347818968,19.0846726405127,18.9920557723571,19.0716393704655,18.7729725699494,19.035640840211,19.0610217265026,19.0985090075514,19.7222741484638,19.0562762419739,18.1866294097237,18.8343997434768,19.0082219978402,18.9202141656953,19.9859482392293,19.7306798644871,19.530060583142,22.7851447523849,23.1751136421228,23.3398771768412,27.996058099779,19.7973919815054,28.1162492641526,23.1714129633889,22.8925818788571,18.3005800036646,19.791490583103,20.1591959478689
20.8621265696453,20.3655753059371,20.8439565002125,20.813383747812,21.1950585169216,20.9116096246886,20.88427752459,20.813118160518,20.9263304705135,20.8995149255186,20.7873917670863,20.8561350177578,20.6417217658777,20.8072386913418,20.8515961552706,20.8867915885336,21.4003526219557,20.8749897663612,19.3496610228961,20.5966382009068,20.8060091927316,20.8675177480537,21.8683398503745,21.1131757612853,20.9669034373331,23.8632961283708,24.4594665057874,26.705236114414,23.1475997731056,21.2016811432047,23.1714129633889,28.069021508185,23.962695462502,19.4366581613757,21.5332568896755,21.7401269750923
21.3385731188623,20.5295693684773,21.2828197671019,21.3190882704955,21.7634976823245,21.3419999259279,21.3239492489484,21.2303226617597,21.3825641210571,21.3260339873766,21.2540179215382,21.3204405727719,21.0090426382126,21.3051900143076,21.323319149185,21.3512179979494,21.9027472934462,21.3455802375764,19.7095703041243,21.0999066302284,21.2722118694617,21.1298151707361,22.2248135528465,21.4900080699552,21.3212309995439,25.8393991197121,24.7134166903827,24.1636456315032,22.8687194696441,21.563958780852,22.8925818788571,23.962695462502,25.9922945572635,19.8261665373655,21.9897717216294,22.2413686566059
22.2588287064291,21.5061470057347,22.1883652297988,22.2130974983139,21.2981673014772,22.2838026837474,22.2443788083756,22.1548992815011,22.3242786746561,22.2458963108219,22.1759474400309,22.2364331187843,21.9168872584374,22.163874670087,22.1965526281934,22.231638902642,21.9042277598662,22.2182766942033,22.0014312474903,21.9675964008779,22.2011095213776,22.0502447301633,22.2218214317738,22.6214250488291,22.4958202895048,19.7130604622876,20.3419809205987,19.6730362134367,18.3078093385366,22.7074665603668,18.3005800036646,19.4366581613757,19.8261665373655,22.1746648239619,22.0665878514037,21.9009144974601
24.1706137649265,23.4272641682293,24.106103342209,24.1204280000156,23.8403786251447,24.1759718058377,24.16550230598,24.1221360430709,24.2224247291497,24.1561307293758,24.1023778103522,24.142434222068,23.9049392414242,24.0911919557751,24.1076349768232,24.1404094235245,24.9925825610997,24.1892219315652,21.939246297372,23.8961129715758,24.1176527346232,23.9587983953654,23.8527091853244,23.9018793834086,23.8392085791031,21.8751583777441,22.5041183086621,21.718642181305,19.7920251689038,23.9752448276265,19.791490583103,21.5332568896755,21.9897717216294,22.0665878514037,25.2482232453695,24.3894396644146
23.9082593262562,23.1612153859349,23.8719347815069,23.879049597087,24.705401314584,23.9171538203636,23.9242530418273,23.8211603387042,23.9900270752845,23.9279361771803,23.8583669256589,23.881974468533,23.5827686963709,23.8344767394262,23.8873617484123,23.8991733169075,24.2825049608783,23.8680079880861,21.7922274051001,23.6329125520941,23.8695362114874,23.7929681256262,24.0688124495628,24.0695736373666,23.9291335129256,22.1547725793058,22.8037446346493,21.9206293590428,20.1411788957027,24.1456349144468,20.1591959478689,21.7401269750923,22.2413686566059,21.9009144974601,24.3894396644146,25.6850729219865
